2026-01-04 08:09:59.660 [SpringApplicationShutdownHook] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-01-04 09:08:58.009 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 3 endpoint(s) beneath base path '/actuator'
2026-01-04 09:08:58.043 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-01-04 09:08:58.069 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 2a96985b-f130-4995-90f9-b41cf37e0947

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-01-04 09:08:58.240 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@be56353, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5c815478, org.springframework.security.web.context.SecurityContextHolderFilter@2eef43f5, org.springframework.security.web.header.HeaderWriterFilter@7a8dbbf1, org.springframework.web.filter.CorsFilter@1efa258e, org.springframework.security.web.authentication.logout.LogoutFilter@31d51518, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5166fe7a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@29f72685, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6ccd3cf1, org.springframework.security.web.access.ExceptionTranslationFilter@203b98cf, org.springframework.security.web.access.intercept.AuthorizationFilter@760f4310]
2026-01-04 09:08:58.641 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/api'
2026-01-04 09:08:58.650 [main] INFO  com.material.system.MaterialSystemApplication - Started MaterialSystemApplication in 3.26 seconds (process running for 3.47)
2026-01-04 10:31:31.737 [http-nio-8080-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-01-04 10:31:31.738 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-01-04 10:31:31.739 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2026-01-04 10:39:33.973 [main] INFO  com.material.system.MaterialSystemApplication - Starting MaterialSystemApplication using Java 19.0.2 with PID 22336 (C:\workplace\cangku\backend\target\classes started by Administrator in C:\workplace\cangku\backend)
2026-01-04 10:39:33.974 [main] DEBUG com.material.system.MaterialSystemApplication - Running with Spring Boot v3.2.2, Spring v6.1.3
2026-01-04 10:39:33.975 [main] INFO  com.material.system.MaterialSystemApplication - No active profile set, falling back to 1 default profile: "default"
2026-01-04 10:39:34.543 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-01-04 10:39:34.544 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-01-04 10:39:34.557 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 8 ms. Found 0 JPA repository interfaces.
2026-01-04 10:39:34.564 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-01-04 10:39:34.565 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-01-04 10:39:34.565 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 1 ms. Found 0 Redis repository interfaces.
2026-01-04 10:39:35.033 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-01-04 10:39:35.040 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2026-01-04 10:39:35.040 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.18]
2026-01-04 10:39:35.077 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-01-04 10:39:35.077 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1079 ms
2026-01-04 10:39:35.234 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-01-04 10:39:35.262 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.1.Final
2026-01-04 10:39:35.278 [main] INFO  o.hibernate.cache.internal.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-01-04 10:39:35.375 [main] INFO  o.s.o.j.persistenceunit.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-01-04 10:39:35.398 [main] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Starting...
2026-01-04 10:39:35.480 [main] INFO  com.zaxxer.hikari.pool.HikariPool - MaterialHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@18f27a81
2026-01-04 10:39:35.481 [main] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Start completed.
2026-01-04 10:39:35.504 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-01-04 10:39:35.673 [main] INFO  o.h.e.t.jta.platform.internal.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-01-04 10:39:35.676 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-01-04 10:39:36.157 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 3 endpoint(s) beneath base path '/actuator'
2026-01-04 10:39:36.190 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-01-04 10:39:36.210 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 57a70786-d511-4e5d-813b-152b0f360d44

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-01-04 10:39:36.370 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@c42ee90, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@70c2a046, org.springframework.security.web.context.SecurityContextHolderFilter@12128849, org.springframework.security.web.header.HeaderWriterFilter@42f9b425, org.springframework.web.filter.CorsFilter@3803bc1a, org.springframework.security.web.authentication.logout.LogoutFilter@3f16a823, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2cf6b6e6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3f563397, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@22858c21, org.springframework.security.web.access.ExceptionTranslationFilter@4290fcd7, org.springframework.security.web.access.intercept.AuthorizationFilter@76ecbfbf]
2026-01-04 10:39:36.745 [main] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.context.ApplicationContextException: Failed to start bean 'webServerStartStop'
2026-01-04 10:39:36.752 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-01-04 10:39:36.753 [main] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Shutdown initiated...
2026-01-04 10:39:36.756 [main] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Shutdown completed.
2026-01-04 10:39:36.766 [main] INFO  o.s.b.a.logging.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2026-01-04 10:39:36.771 [main] ERROR o.s.b.diagnostics.LoggingFailureAnalysisReporter - 

***************************
APPLICATION FAILED TO START
***************************

Description:

Web server failed to start. Port 8080 was already in use.

Action:

Identify and stop the process that's listening on port 8080 or configure this application to listen on another port.

2026-01-04 10:50:04.537 [main] INFO  com.material.system.MaterialSystemApplication - Starting MaterialSystemApplication using Java 19.0.2 with PID 3060 (C:\workplace\cangku\backend\target\classes started by Administrator in C:\workplace\cangku\backend)
2026-01-04 10:50:04.538 [main] DEBUG com.material.system.MaterialSystemApplication - Running with Spring Boot v3.2.2, Spring v6.1.3
2026-01-04 10:50:04.539 [main] INFO  com.material.system.MaterialSystemApplication - No active profile set, falling back to 1 default profile: "default"
2026-01-04 10:50:05.087 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-01-04 10:50:05.089 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-01-04 10:50:05.101 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 JPA repository interfaces.
2026-01-04 10:50:05.108 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-01-04 10:50:05.109 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-01-04 10:50:05.115 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 1 ms. Found 0 Redis repository interfaces.
2026-01-04 10:50:05.581 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-01-04 10:50:05.587 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2026-01-04 10:50:05.588 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.18]
2026-01-04 10:50:05.635 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-01-04 10:50:05.635 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1074 ms
2026-01-04 10:50:05.783 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-01-04 10:50:05.811 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.1.Final
2026-01-04 10:50:05.827 [main] INFO  o.hibernate.cache.internal.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-01-04 10:50:05.931 [main] INFO  o.s.o.j.persistenceunit.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-01-04 10:50:05.944 [main] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Starting...
2026-01-04 10:50:06.024 [main] INFO  com.zaxxer.hikari.pool.HikariPool - MaterialHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@7e451790
2026-01-04 10:50:06.025 [main] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Start completed.
2026-01-04 10:50:06.043 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-01-04 10:50:06.208 [main] INFO  o.h.e.t.jta.platform.internal.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-01-04 10:50:06.211 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-01-04 10:50:06.745 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 3 endpoint(s) beneath base path '/actuator'
2026-01-04 10:50:06.774 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-01-04 10:50:06.795 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: d9bea165-3eea-443e-96ed-f2cca5a53b2f

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-01-04 10:50:06.964 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@22c4151b, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2c3df478, org.springframework.security.web.context.SecurityContextHolderFilter@77d03738, org.springframework.security.web.header.HeaderWriterFilter@47fb30ca, org.springframework.web.filter.CorsFilter@3be88cbf, org.springframework.security.web.authentication.logout.LogoutFilter@1e40edb7, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@92fa950, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@51aa8c0f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@46cb9794, org.springframework.security.web.access.ExceptionTranslationFilter@63bb52ea, org.springframework.security.web.access.intercept.AuthorizationFilter@1b26f006]
2026-01-04 10:50:07.369 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/api'
2026-01-04 10:50:07.377 [main] INFO  com.material.system.MaterialSystemApplication - Started MaterialSystemApplication in 3.085 seconds (process running for 3.275)
2026-01-04 10:51:40.139 [SpringApplicationShutdownHook] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-01-04 10:51:40.139 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Shutdown initiated...
2026-01-04 10:51:40.155 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Shutdown completed.
2026-01-04 10:57:59.769 [main] INFO  com.material.system.MaterialSystemApplication - Starting MaterialSystemApplication using Java 19.0.2 with PID 21904 (C:\workplace\cangku\backend\target\classes started by Administrator in C:\workplace\cangku\backend)
2026-01-04 10:57:59.770 [main] DEBUG com.material.system.MaterialSystemApplication - Running with Spring Boot v3.2.2, Spring v6.1.3
